cik,ticker,label,subset,Fiscal Period,Cost of Goods Sold,Depreciation Depletion Amortization,EBIT,EBITDA,Gross Profit,Long-Term Debt,Market Cap,Net Income,Retained Earnings,Revenue,Total Assets,Total Current Assets,Total Current Liabilities,Total Inventories,Total Liabilities,Total Operating Expense,Total Receivables
1571996,DELL,False,train,Jan 2021,66530.0,5390.0,4398.0,9788.0,20140.0,32865.0,27765.0,3250.0,-13751.0,86670.0,123415.0,43567.0,54132.0,3403.0,115390.0,16455.0,15994.0
894315,SITC,False,train,Dec 2016,292.1,389.5,280.6,670.1,713.7,4494.0,4605.2,60.0,-2632.3,1005.8,8197.5,242.9,457.5,173.0,4951.5,450.6,170.9
894315,SITC,False,train,Dec 2017,263.7,346.2,-42.1,304.1,649.3,3849.3,2724.9,-241.7,-3183.1,913.1,7170.1,297.6,423.3,173.0,4272.6,423.2,187.0
894315,SITC,False,train,Dec 2018,208.0,242.1,258.3,500.4,492.4,1884.4,2007.4,114.4,-3980.2,700.4,4206.3,110.4,248.9,173.0,2133.3,303.7,87.0
894315,SITC,False,train,Dec 2019,139.7,165.1,187.2,352.3,367.4,1847.3,2712.8,100.7,-4066.1,507.1,4093.6,97.5,264.8,173.0,2112.1,223.5,68.1
894315,SITC,False,train,Dec 2020,138.4,170.7,115.3,286.0,321.9,1933.5,1954.1,35.7,-4099.5,460.3,4108.3,159.1,230.0,173.0,2163.5,223.6,73.5
310158,MRK,False,train,Dec 2016,14030.0,5471.0,5352.0,10823.0,25777.0,24274.0,154298.0,3920.0,44133.0,39807.0,95377.0,30614.0,17204.0,4866.0,55069.0,20278.0,7018.0
310158,MRK,False,train,Dec 2017,12912.0,4676.0,7275.0,11951.0,27210.0,21353.0,144686.0,2394.0,41350.0,40122.0,87872.0,24766.0,18614.0,5096.0,53303.0,20413.0,6873.0
310158,MRK,False,train,Dec 2018,13509.0,4519.0,9473.0,13992.0,28785.0,19806.0,188891.0,6220.0,42579.0,42294.0,82637.0,25875.0,22206.0,5440.0,55755.0,19854.0,7071.0
310158,MRK,False,train,Dec 2019,12016.0,3310.0,8064.0,11374.0,27105.0,22736.0,220192.0,9843.0,46602.0,39121.0,84397.0,27483.0,22220.0,5978.0,58396.0,19179.0,6778.0
310158,MRK,False,train,Dec 2020,13618.0,3486.0,6694.0,10180.0,27900.0,25360.0,197354.0,7067.0,47362.0,41518.0,91588.0,27764.0,27327.0,5554.0,66184.0,22352.0,6803.0
49754,DIN,False,train,Dec 2016,403.4,30.6,219.3,249.9,384.1,1282.7,1383.7,101.0,382.1,787.6,2278.6,366.1,286.3,1076.0,2025.8,158.9,141.4
49754,DIN,False,train,Dec 2017,393.0,30.6,-366.3,-335.7,338.7,1269.8,912.8,-342.8,-69.9,731.7,1735.6,385.6,304.9,1076.0,1951.2,175.7,140.2
49754,DIN,False,train,Dec 2018,427.8,32.2,172.3,204.5,353.1,1274.1,1188.2,80.4,10.4,780.9,1774.7,382.2,316.2,1076.0,1977.0,176.8,137.5
49754,DIN,False,train,Dec 2019,527.4,42.5,198.9,241.4,382.8,1288.2,1379.9,104.3,61.7,910.2,2049.5,346.9,357.9,1076.0,2291.3,174.5,136.9
49754,DIN,False,train,Dec 2020,440.6,42.8,-41.7,1.2,248.7,1492.0,954.2,-104.0,-55.6,689.3,2074.9,586.5,348.6,1076.0,2429.6,155.7,121.9
18498,GCO,False,train,Jan 2017,1045.0,76.0,118.0,194.0,976.0,74.0,1196.0,97.0,731.0,2021.0,1441.0,717.0,309.0,564.0,518.0,876.0,44.0
18498,GCO,False,train,Jan 2018,1116.0,78.0,74.0,153.0,1011.0,87.0,694.0,-112.0,604.0,2128.0,1315.0,693.0,255.0,388.0,485.0,929.0,34.0
18498,GCO,False,train,Jan 2019,1141.0,77.0,82.0,159.0,1047.0,57.0,863.0,-52.0,509.0,2189.0,1181.0,731.0,276.0,367.0,444.0,962.0,132.0
18498,GCO,False,train,Jan 2020,1134.0,50.0,84.0,133.0,1063.0,14.0,578.0,61.0,379.0,2197.0,1680.0,508.0,362.0,365.0,1061.0,966.0,29.0
18498,GCO,False,train,Jan 2021,982.0,46.0,-107.0,-60.0,804.0,33.0,580.0,-56.0,321.0,1787.0,1587.0,668.0,403.0,291.0,1021.0,814.0,31.0
1755672,CTVA,False,train,Dec 2016,8391.0,247.0,359.0,606.0,5650.0,5717.0,22128.0,503.0,-425.0,14041.0,108683.0,22972.0,13310.0,5310.0,33530.0,4764.0,5260.0
1755672,CTVA,False,train,Dec 2017,8402.0,270.0,-300.0,-30.0,5838.0,5717.0,22128.0,2534.0,-425.0,14240.0,108683.0,22972.0,13310.0,5310.0,33530.0,5650.0,5260.0
1755672,CTVA,False,train,Dec 2018,9948.0,2790.0,-6469.0,-3679.0,4339.0,5717.0,22128.0,-5065.0,-425.0,14287.0,108683.0,22972.0,13310.0,5310.0,33530.0,4787.0,5260.0
1755672,CTVA,False,train,Dec 2019,8575.0,1599.0,-180.0,1419.0,5271.0,115.0,22128.0,-959.0,-425.0,13846.0,42397.0,13519.0,8238.0,5032.0,17842.0,4687.0,5528.0
1755672,CTVA,False,train,Dec 2020,8507.0,1177.0,720.0,1897.0,5710.0,1102.0,28787.0,681.0,-26.0,14217.0,42649.0,14768.0,8548.0,4882.0,17586.0,4867.0,4926.0
48287,HNI,False,train,Dec 2016,1368.0,69.0,134.0,203.0,835.0,180.0,2465.0,86.0,462.0,2203.0,1330.0,433.0,463.0,118.0,829.0,668.0,229.0
48287,HNI,False,train,Dec 2017,1392.0,73.0,77.0,150.0,784.0,240.0,1672.0,90.0,467.0,2176.0,1392.0,489.0,490.0,156.0,877.0,672.0,259.0
48287,HNI,False,train,Dec 2018,1423.0,75.0,128.0,203.0,835.0,249.0,1544.0,93.0,505.0,2258.0,1402.0,532.0,434.0,157.0,839.0,691.0,255.0
48287,HNI,False,train,Dec 2019,1413.0,77.0,151.0,229.0,834.0,174.0,1596.0,111.0,530.0,2247.0,1453.0,529.0,479.0,163.0,868.0,680.0,275.0
48287,HNI,False,train,Dec 2020,1234.0,78.0,61.0,139.0,721.0,175.0,1479.0,42.0,518.0,1955.0,1418.0,496.0,439.0,138.0,827.0,621.0,202.0
1057437,FVNB,False,val,Dec 1996,20.0,1.0,-24.0,28.0,158.0,1528.0,226.0,5.0,41.0,22.0,500.0,121.0,23.0,37.0,444.0,182.0,1.0
1057437,FVNB,False,val,Dec 1997,20.0,1.0,-24.0,28.0,158.0,1528.0,226.0,5.0,41.0,22.0,500.0,121.0,23.0,37.0,444.0,182.0,1.0
1057437,FVNB,False,val,Dec 1998,20.0,1.0,-24.0,28.0,158.0,1528.0,226.0,6.0,44.0,25.0,553.0,121.0,23.0,37.0,494.0,182.0,1.0
1057437,FVNB,False,val,Dec 1999,20.0,2.0,-24.0,28.0,158.0,1528.0,226.0,8.0,48.0,34.0,655.0,121.0,23.0,37.0,595.0,182.0,1.0
1057437,FVNB,False,val,Dec 2000,20.0,3.0,-24.0,28.0,158.0,1528.0,226.0,8.0,53.0,38.0,709.0,121.0,23.0,37.0,642.0,182.0,1.0
878560,CAA,False,train,Dec 2012,1004.0,2.0,85.0,87.0,254.0,1634.0,1567.0,531.0,-77.0,1258.0,3113.0,2429.0,223.0,2043.0,1857.0,172.0,11.0
878560,CAA,False,train,Dec 2013,1445.0,22.0,264.0,286.0,495.0,1940.0,2512.0,189.0,111.0,1940.0,3662.0,3035.0,253.0,2634.0,2193.0,231.0,14.0
878560,CAA,False,train,Dec 2014,1793.0,27.0,343.0,370.0,618.0,2203.0,2006.0,216.0,327.0,2411.0,4152.0,3592.0,272.0,3340.0,2475.0,276.0,82.0
878560,CAA,False,train,Dec 2015,2720.0,41.0,386.0,427.0,776.0,3791.0,4599.0,214.0,536.0,3496.0,8429.0,6399.0,777.0,6153.0,4568.0,391.0,82.0
878560,CAA,False,train,Dec 2016,4997.0,62.0,726.0,788.0,1391.0,3667.0,3892.0,485.0,1002.0,6388.0,8709.0,6763.0,834.0,6505.0,4501.0,664.0,82.0
46738,HF,False,train,Dec 1996,1830.0,25.0,-165.0,421.0,-26.0,493.0,5692.0,193.0,111.0,783.0,14366.0,1235.0,344.0,137.0,12384.0,164.0,2272.0
46738,HF,False,train,Dec 1997,1830.0,25.0,-165.0,421.0,-26.0,493.0,5692.0,193.0,111.0,783.0,14366.0,1235.0,344.0,137.0,12384.0,164.0,2272.0
46738,HF,False,train,Dec 1998,1830.0,25.0,-165.0,421.0,-26.0,493.0,5692.0,193.0,111.0,783.0,14366.0,1235.0,344.0,137.0,12384.0,164.0,2272.0
46738,HF,False,train,Dec 1999,1830.0,46.0,-165.0,421.0,-26.0,493.0,5692.0,284.0,332.0,952.0,17973.0,1235.0,344.0,137.0,15604.0,164.0,2392.0
46738,HF,False,train,Dec 2000,1830.0,54.0,-165.0,421.0,-26.0,493.0,5692.0,290.0,554.0,1038.0,20061.0,1235.0,344.0,137.0,17462.0,164.0,2273.0
1065351,INET,False,train,Dec 1998,41.0,5.0,51.0,56.0,118.0,153.0,9426.0,40.0,115.0,159.0,226.0,207.0,40.0,9.0,41.0,67.0,62.0
1065351,INET,False,train,Dec 1999,41.0,5.0,51.0,56.0,118.0,153.0,9426.0,40.0,115.0,159.0,226.0,207.0,40.0,9.0,41.0,67.0,62.0
1065351,INET,False,train,Dec 2000,41.0,5.0,51.0,56.0,118.0,153.0,9426.0,40.0,115.0,159.0,226.0,207.0,40.0,9.0,41.0,67.0,62.0
1065351,INET,False,train,Dec 2001,44.0,8.0,-7.0,1.0,63.0,153.0,9426.0,0.0,116.0,107.0,212.0,193.0,23.0,12.0,23.0,70.0,17.0
1065351,INET,False,train,Dec 2002,39.0,7.0,8.0,15.0,63.0,153.0,9426.0,8.0,123.0,102.0,228.0,212.0,30.0,7.0,30.0,55.0,10.0
75288,OXM,False,test,Jan 2017,442.0,42.0,90.0,132.0,580.0,92.0,924.0,52.0,233.0,1023.0,685.0,232.0,131.0,142.0,309.0,490.0,58.0
75288,OXM,False,test,Jan 2018,474.0,42.0,86.0,128.0,613.0,46.0,1324.0,65.0,280.0,1086.0,700.0,236.0,135.0,127.0,270.0,527.0,68.0
75288,OXM,False,test,Jan 2019,470.0,41.0,91.0,132.0,637.0,13.0,1302.0,66.0,324.0,1107.0,727.0,270.0,142.0,161.0,249.0,547.0,69.0
75288,OXM,False,test,Jan 2020,478.0,39.0,94.0,133.0,645.0,6233.0,1180.0,68.0,367.0,1123.0,1033.0,289.0,178.0,152.0,505.0,551.0,59.0
75288,OXM,False,test,Jan 2021,334.0,40.0,-124.0,-84.0,415.0,6233.0,1109.0,-96.0,236.0,749.0,866.0,258.0,196.0,124.0,460.0,479.0,48.0
1072343,ARJ,False,train,Dec 2006,1056.0,45.0,103.0,148.0,432.0,179.0,134.1,35.0,47.0,1488.0,1194.0,559.0,337.0,207.0,720.0,338.0,183.0
1072343,ARJ,False,train,Dec 2007,1056.0,45.0,103.0,148.0,432.0,179.0,134.1,35.0,47.0,1488.0,1194.0,559.0,337.0,207.0,720.0,338.0,183.0
1072343,ARJ,False,train,Dec 2008,1063.0,46.0,90.0,135.0,429.0,315.0,134.1,37.0,64.0,1492.0,1232.0,527.0,275.0,216.0,871.0,343.0,184.0
1072343,ARJ,False,train,Dec 2009,979.0,47.0,85.0,132.0,413.0,258.0,134.1,47.0,91.0,1392.0,1211.0,495.0,265.0,171.0,806.0,329.0,161.0
1072343,ARJ,False,train,Dec 2010,953.0,40.0,108.0,148.0,425.0,328.0,134.1,71.0,142.0,1377.0,1238.0,619.0,278.0,168.0,795.0,319.0,211.0
755933,IFCJ,False,train,Dec 2001,43.0,1.0,-20.0,36.0,-8.0,483.0,18241.0,13.0,63.0,46.0,936.0,454.0,21.0,3.0,856.0,34.0,15.0
755933,IFCJ,False,train,Dec 2002,43.0,1.0,-20.0,36.0,-8.0,483.0,18241.0,13.0,63.0,46.0,936.0,454.0,21.0,3.0,856.0,34.0,15.0
755933,IFCJ,False,train,Dec 2003,43.0,2.0,-20.0,36.0,-8.0,483.0,18241.0,16.0,75.0,57.0,1386.0,454.0,21.0,3.0,1243.0,34.0,15.0
755933,IFCJ,False,train,Dec 2004,43.0,2.0,-20.0,36.0,-8.0,483.0,18241.0,18.0,87.0,64.0,1464.0,454.0,21.0,3.0,1314.0,34.0,15.0
755933,IFCJ,False,train,Dec 2005,43.0,3.0,-20.0,36.0,-8.0,483.0,18241.0,20.0,99.0,66.0,1631.0,454.0,21.0,3.0,1452.0,34.0,18.0
355999,ESND,False,train,Dec 2013,4298.0,39.0,208.0,247.0,787.0,533.0,1806.0,122.0,1444.0,5085.0,2116.0,1525.0,668.0,830.0,1291.0,579.0,643.0
355999,ESND,False,train,Dec 2014,4525.0,41.0,199.0,240.0,803.0,710.0,1632.0,112.0,1529.0,5327.0,2347.0,1660.0,672.0,906.0,1504.0,596.0,703.0
355999,ESND,False,train,Dec 2015,4527.0,49.0,31.0,79.0,836.0,716.0,1211.0,-44.0,1464.0,5363.0,2263.0,1696.0,709.0,922.0,1539.0,676.0,717.0
355999,ESND,False,train,Dec 2016,4609.0,46.0,119.0,164.0,760.0,609.0,783.0,64.0,1507.0,5369.0,2164.0,1608.0,682.0,877.0,1382.0,642.0,678.0
355999,ESND,False,train,Dec 2017,4331.0,43.0,-242.0,-199.0,706.0,492.0,349.0,-267.0,1219.0,5037.0,1774.0,1513.0,697.0,822.0,1279.0,664.0,632.0
32198,ELMG,False,train,Dec 2006,175.0,10.0,23.0,33.0,113.0,11.0,40337.0,19.0,93.0,288.0,324.0,257.0,59.0,29.0,77.0,93.0,85.0
32198,ELMG,False,train,Dec 2007,175.0,10.0,23.0,33.0,113.0,11.0,40337.0,19.0,93.0,288.0,324.0,257.0,59.0,29.0,77.0,93.0,85.0
32198,ELMG,False,train,Dec 2008,214.0,12.0,21.0,34.0,121.0,9.0,40337.0,20.0,113.0,335.0,327.0,233.0,67.0,36.0,85.0,102.0,96.0
32198,ELMG,False,train,Dec 2009,241.0,20.0,-15.0,5.0,119.0,26.0,40337.0,-20.0,93.0,360.0,374.0,198.0,99.0,41.0,137.0,133.0,61.0
32198,ELMG,False,train,Dec 2010,226.0,20.0,18.0,37.0,130.0,27.0,40337.0,14.0,107.0,355.0,373.0,199.0,74.0,42.0,116.0,112.0,69.0
1118237,MBTF,False,train,Dec 2014,61.1,1.66,-38.7,-30.5,70.1,52.5,113.36,7.32,114.13,48.05,1278.66,87.1,76.9,5.0,1144.12,108.7,29.46
1118237,MBTF,False,train,Dec 2015,61.1,1.56,-38.7,-30.5,70.1,52.5,155.66,12.08,126.21,52.3,1342.31,87.1,76.9,5.0,1194.97,108.7,23.36
1118237,MBTF,False,train,Dec 2016,61.1,1.61,-38.7,-30.5,70.1,52.5,258.53,14.5,126.08,55.14,1357.28,87.1,76.9,5.0,1216.17,108.7,24.9
1118237,MBTF,False,train,Dec 2017,61.1,1.55,-38.7,-30.5,70.1,52.5,242.82,10.61,117.52,55.95,1347.42,87.1,76.9,5.0,1214.76,108.7,20.46
1118237,MBTF,False,train,Dec 2018,61.1,1.47,-38.7,-30.5,70.1,52.5,214.21,17.7,113.92,59.58,1336.89,87.1,76.9,5.0,1209.22,108.7,16.74
934650,RVFD,False,test,Jun 1999,293.0,6.0,37.0,43.0,143.0,2.0,2130.0,25.0,160.0,436.0,209.0,107.0,58.0,49.0,61.0,109.0,41.0
934650,RVFD,False,test,Jun 2000,293.0,6.0,37.0,43.0,143.0,2.0,2130.0,25.0,160.0,436.0,209.0,107.0,58.0,49.0,61.0,109.0,41.0
934650,RVFD,False,test,Jun 2001,279.0,7.0,29.0,36.0,103.0,2.0,2130.0,19.0,170.0,382.0,208.0,102.0,50.0,45.0,54.0,76.0,40.0
934650,RVFD,False,test,Jun 2002,267.0,8.0,36.0,43.0,108.0,2.0,2130.0,25.0,185.0,375.0,223.0,109.0,43.0,48.0,51.0,74.0,36.0
934650,RVFD,False,test,Jun 2003,286.0,9.0,39.0,48.0,110.0,2.0,2130.0,29.0,203.0,396.0,274.0,126.0,67.0,55.0,80.0,74.0,43.0
1113256,MTOR,False,train,Sep 2017,2850.0,75.0,500.0,575.0,497.0,750.0,2320.0,324.0,83.0,3347.0,2782.0,1298.0,1182.0,378.0,2485.0,268.0,789.0
1113256,MTOR,False,train,Sep 2018,3553.0,84.0,345.0,429.0,625.0,730.0,1644.0,117.0,200.0,4178.0,2726.0,1226.0,1084.0,477.0,2408.0,333.0,588.0
1113256,MTOR,False,train,Sep 2019,3748.0,87.0,434.0,521.0,640.0,902.0,1506.0,291.0,491.0,4388.0,2815.0,1216.0,936.0,526.0,2400.0,277.0,551.0
1113256,MTOR,False,train,Sep 2020,2716.0,101.0,392.0,493.0,328.0,1188.0,1514.0,245.0,736.0,3044.0,2884.0,1283.0,726.0,435.0,2389.0,-4.0,479.0
1113256,MTOR,False,train,Sep 2021,3328.0,103.0,313.0,416.0,505.0,1008.0,1494.0,199.0,935.0,3833.0,2938.0,1286.0,900.0,601.0,2323.0,287.0,534.0
889609,CPSS,False,train,Dec 2016,6.0,0.8,201.0,308.0,551.0,2627.0,120.8,29.3,115.8,342.3,2410.4,325.0,335.0,1.0,2224.2,355.0,36.2
889609,CPSS,False,train,Dec 2017,6.0,0.9,201.0,308.0,551.0,2627.0,89.2,3.8,119.5,342.0,2424.8,325.0,335.0,1.0,2240.9,355.0,46.8
889609,CPSS,False,train,Dec 2018,6.0,1.0,201.0,308.0,551.0,2627.0,67.5,14.9,134.4,288.3,2485.7,325.0,335.0,1.0,2288.6,355.0,32.0
889609,CPSS,False,train,Dec 2019,6.0,1.1,201.0,308.0,551.0,2627.0,75.9,5.4,139.8,235.3,2539.2,325.0,335.0,1.0,2336.6,355.0,11.6
889609,CPSS,False,train,Dec 2020,6.0,1.8,201.0,308.0,551.0,2627.0,96.4,21.7,69.0,169.8,2145.9,325.0,335.0,1.0,2012.5,355.0,5.0
68270,RT,False,train,May 2013,1020.2,63.3,-21.9,41.4,231.3,4392.0,566.5,-39.4,459.6,1251.5,1043.2,121.2,105.6,30.9,526.3,253.2,6.7
68270,RT,False,train,May 2014,983.8,57.3,-69.6,-12.2,184.9,4392.0,483.5,-64.3,395.2,1168.7,956.4,99.8,113.8,21.2,495.2,254.5,7.0
68270,RT,False,train,May 2015,930.7,52.4,-5.1,47.3,195.9,4392.0,387.5,-3.2,392.0,1126.6,925.5,118.9,110.4,20.4,459.9,201.0,5.3
68270,RT,False,train,May 2016,902.6,51.4,-52.9,-1.5,188.6,4392.0,233.3,-50.7,341.4,1091.2,837.9,120.9,97.7,21.6,430.1,241.5,15.8
68270,RT,False,train,May 2017,806.2,41.8,-107.9,-66.1,145.7,4392.0,133.7,-106.1,235.2,952.0,723.6,99.0,99.1,17.2,416.3,253.6,10.4
1430602,SNI,False,train,Dec 2013,699.0,674.0,1039.0,1714.0,1832.0,1384.0,12634.0,505.0,663.0,2531.0,4438.0,1861.0,279.0,140.0,1700.0,873.0,620.0
1430602,SNI,False,train,Dec 2014,779.0,129.0,992.0,1122.0,1887.0,1485.0,9944.0,545.0,80.0,2665.0,4657.0,2096.0,1157.0,140.0,2671.0,894.0,630.0
1430602,SNI,False,train,Dec 2015,987.0,925.0,1104.0,2029.0,2031.0,3511.0,7105.0,607.0,305.0,3018.0,6672.0,1728.0,975.0,140.0,4522.0,927.0,817.0
1430602,SNI,False,train,Dec 2016,1193.0,1129.0,1149.0,2278.0,2208.0,2952.0,9231.0,674.0,872.0,3401.0,6200.0,1658.0,717.0,140.0,3643.0,1060.0,808.0
1430602,SNI,False,train,Dec 2017,1254.0,1150.0,1274.0,2424.0,2308.0,2522.0,11104.0,624.0,1342.0,3562.0,6522.0,1749.0,573.0,140.0,3077.0,1033.0,915.0
1127160,CLBH,False,train,Dec 2011,2027.0,0.89,191.0,224.0,1900.0,947.0,8.31,2.4,9.13,35.28,673.33,477.0,341.0,170.0,626.77,1610.0,25.0
1127160,CLBH,False,train,Dec 2012,2027.0,0.82,191.0,224.0,1900.0,947.0,24.92,7.5,15.41,43.84,691.87,477.0,341.0,170.0,638.01,1610.0,25.0
1127160,CLBH,False,train,Dec 2013,2027.0,0.83,191.0,224.0,1900.0,947.0,34.71,4.01,18.34,36.65,661.81,477.0,341.0,170.0,612.2,1610.0,25.0
1127160,CLBH,False,train,Dec 2014,2027.0,1.01,191.0,224.0,1900.0,947.0,33.13,3.35,20.75,32.67,679.26,477.0,341.0,170.0,626.61,1610.0,25.0
1127160,CLBH,False,train,Dec 2015,2027.0,0.95,191.0,224.0,1900.0,947.0,92.57,5.77,26.17,37.29,700.8,477.0,341.0,170.0,639.66,1610.0,25.0
49826,ITW,False,train,Dec 2016,7908.0,470.0,3145.0,3615.0,5691.0,7177.0,42481.0,2035.0,19505.0,13599.0,15201.0,6123.0,2760.0,1076.0,10942.0,2635.0,2433.0
49826,ITW,False,train,Dec 2017,8306.0,462.0,3530.0,3992.0,6008.0,7478.0,56979.0,1687.0,20210.0,14314.0,16780.0,7278.0,3053.0,1220.0,12191.0,2618.0,2819.0
49826,ITW,False,train,Dec 2018,8604.0,461.0,3651.0,4112.0,6164.0,6029.0,41567.0,2563.0,21217.0,14768.0,14870.0,5778.0,3542.0,1318.0,11612.0,2580.0,2799.0
49826,ITW,False,train,Dec 2019,8187.0,426.0,3509.0,3935.0,5922.0,7754.0,57446.0,2521.0,22403.0,14109.0,15068.0,6253.0,2154.0,1164.0,12038.0,2520.0,2611.0
49826,ITW,False,train,Dec 2020,7375.0,427.0,2910.0,3337.0,5199.0,7772.0,64569.0,2109.0,23114.0,12574.0,15612.0,6523.0,2589.0,1189.0,12430.0,2317.0,2621.0
910619,MCOAQ,True,train,Dec 2003,1227.0,11.0,60.0,71.0,170.0,35.0,616.0,37.0,262.0,1397.0,540.0,343.0,201.0,177.0,221.0,110.0,127.0
910619,MCOAQ,True,train,Dec 2004,1227.0,11.0,60.0,71.0,170.0,35.0,616.0,37.0,262.0,1397.0,540.0,343.0,201.0,177.0,221.0,110.0,127.0
910619,MCOAQ,True,train,Dec 2005,1111.0,11.0,7.0,18.0,125.0,35.0,397.0,3.0,257.0,1236.0,587.0,342.0,214.0,183.0,271.0,118.0,103.0
910619,MCOAQ,True,train,Dec 2006,1173.0,14.0,4.0,19.0,125.0,29.0,423.0,1.0,251.0,1298.0,558.0,301.0,191.0,164.0,243.0,121.0,88.0
910619,MCOAQ,True,train,Dec 2007,1131.0,14.0,24.0,38.0,141.0,23.0,269.0,12.0,256.0,1272.0,564.0,304.0,192.0,167.0,238.0,117.0,88.0
735780,IDNX,False,test,Jun 1999,61.0,3.0,-56.0,-52.0,12.0,306.0,386.9,-55.0,-141.0,73.0,431.0,91.0,28.0,11.0,38.0,68.0,20.0
735780,IDNX,False,test,Jun 2000,61.0,3.0,-56.0,-52.0,12.0,306.0,386.9,-55.0,-141.0,73.0,431.0,91.0,28.0,11.0,38.0,68.0,20.0
735780,IDNX,False,test,Jun 2001,61.0,3.0,-56.0,-52.0,12.0,306.0,386.9,-55.0,-141.0,73.0,431.0,91.0,28.0,11.0,38.0,68.0,20.0
735780,IDNX,False,test,Jun 2002,61.0,3.0,-56.0,-52.0,12.0,306.0,386.9,-55.0,-141.0,73.0,431.0,91.0,28.0,11.0,38.0,68.0,20.0
735780,IDNX,False,test,Jun 2003,71.0,8.0,-187.0,-179.0,22.0,306.0,386.9,-187.0,-329.0,93.0,245.0,77.0,23.0,10.0,34.0,211.0,21.0
1047202,GYI,False,train,Dec 2003,173.0,58.0,178.0,235.0,450.0,265.0,22472.0,107.0,-169.0,622.0,1452.0,632.0,114.0,215.0,388.0,281.0,89.0
1047202,GYI,False,train,Dec 2004,173.0,58.0,178.0,235.0,450.0,265.0,22472.0,107.0,-169.0,622.0,1452.0,632.0,114.0,215.0,388.0,281.0,89.0
1047202,GYI,False,train,Dec 2005,197.0,64.0,238.0,302.0,537.0,265.0,22472.0,150.0,-19.0,734.0,1663.0,646.0,397.0,215.0,420.0,311.0,107.0
1047202,GYI,False,train,Dec 2006,207.0,73.0,206.0,279.0,600.0,265.0,22472.0,130.0,91.0,807.0,1714.0,487.0,133.0,215.0,466.0,402.0,121.0
1047202,GYI,False,train,Dec 2007,228.0,91.0,208.0,299.0,629.0,400.0,22472.0,126.0,213.0,858.0,2012.0,504.0,481.0,215.0,584.0,433.0,117.0
1400810,HCI,False,train,Dec 2016,2567.0,5.4,57.9,63.3,3676.0,20030.0,381.5,29.0,233.0,258.2,670.1,2513.0,1764.0,27.0,426.3,2658.0,27.6
1400810,HCI,False,train,Dec 2017,2567.0,9.6,1.1,10.7,3676.0,20030.0,262.0,-6.9,189.4,244.4,842.3,2513.0,1764.0,27.0,648.3,2658.0,141.5
1400810,HCI,False,train,Dec 2018,2567.0,11.0,45.0,56.0,3676.0,20030.0,424.6,17.7,182.9,231.3,832.9,2513.0,1764.0,27.0,651.4,2658.0,146.5
1400810,HCI,False,train,Dec 2019,2567.0,8.9,49.0,57.9,3676.0,20030.0,354.5,26.6,183.4,241.4,802.6,2513.0,1764.0,27.0,617.1,2658.0,165.1
1400810,HCI,False,train,Dec 2020,2567.0,8.7,48.5,57.3,3676.0,20030.0,407.2,27.6,199.6,275.7,941.3,2513.0,1764.0,27.0,740.2,2658.0,169.6
1702750,BY,False,train,Dec 2016,1911.0,8.1,365.0,2066.0,4106.0,22415.0,673.4,66.7,50.9,112.8,3295.8,1705.0,3705.0,109.0,2913.2,3403.0,165.8
1702750,BY,False,train,Dec 2017,1911.0,8.3,365.0,2066.0,4106.0,22415.0,673.4,21.7,61.3,168.6,3366.1,1705.0,3705.0,109.0,2907.6,3403.0,221.7
1702750,BY,False,train,Dec 2018,1911.0,5.6,365.0,2066.0,4106.0,22415.0,605.5,41.2,102.5,221.8,4942.6,1705.0,3705.0,109.0,4291.9,3403.0,207.5
1702750,BY,False,train,Dec 2019,1911.0,6.4,365.0,2066.0,4106.0,22415.0,748.7,57.0,159.0,263.2,5521.8,1705.0,3705.0,109.0,4771.7,3403.0,235.0
1702750,BY,False,train,Dec 2020,1911.0,6.5,365.0,2066.0,4106.0,22415.0,596.6,37.5,191.1,269.3,6390.7,1705.0,3705.0,109.0,5585.2,3403.0,387.0
1369817,OB,False,train,Dec 2012,58.8,8.9,123.0,123.0,126.0,30.0,1326.0,-19.0,9.0,1241.0,5402.0,222.2,47.7,75.7,4381.0,51.5,228.0
1369817,OB,False,train,Dec 2013,58.8,8.9,196.0,196.0,126.0,30.0,1509.0,146.0,75.0,1244.0,5212.0,222.2,47.7,75.7,4101.0,51.5,232.0
1369817,OB,False,train,Dec 2014,58.8,8.9,55.0,55.0,126.0,30.0,1544.0,33.0,27.0,1267.0,3578.0,222.2,47.7,75.7,2525.0,51.5,249.0
1369817,OB,False,train,Dec 2015,58.8,8.9,38.0,38.0,126.0,30.0,1180.0,37.0,-16.0,1186.0,3603.0,222.2,47.7,75.7,2595.0,51.5,250.0
1369817,OB,False,train,Dec 2016,58.8,8.9,109.0,109.0,126.0,30.0,1514.0,107.0,12.0,1194.0,3590.0,222.2,47.7,75.7,2561.0,51.5,230.0
44545,GUI.PFD,False,test,Dec 2013,1053.0,153.0,290.0,443.0,537.0,1362.0,46842.0,149.0,267.0,1590.0,4697.0,513.0,413.0,157.0,3241.0,256.0,204.0
44545,GUI.PFD,False,test,Dec 2014,1053.0,153.0,290.0,443.0,537.0,1362.0,46842.0,149.0,267.0,1590.0,4697.0,513.0,413.0,157.0,3241.0,256.0,204.0
44545,GUI.PFD,False,test,Dec 2015,934.0,152.0,298.0,450.0,549.0,1193.0,46842.0,157.0,285.0,1483.0,4920.0,536.0,567.0,164.0,3418.0,259.0,186.0
